cell,n,WR%,E_R,PF,sumR,days,top_day_share,top_sym_share,jul_n,jul_E,aug_n,aug_E,tp_share,wla_n,wla_WR%,ROBUST
decile_bandxsymbol=D2-3|AVAXUSDT,88,52.3,-0.0573,0.63,-5.0,9,inf,inf,0,,88,-0.057,0.09,33,48.5,
fundxmktb=neg|30-60,44,52.3,-0.0049,0.94,-0.2,3,inf,inf,0,,44,-0.005,0.05,26,53.8,
hour_bandxsymbol=12-17|TRUMPUSDT,88,52.3,0.0203,1.3,1.8,9,0.77,1.0,0,,88,0.02,0.08,45,64.4,
imbxsymbol=<0.5|PENGUUSDT,44,52.3,-0.0278,0.72,-1.2,7,inf,inf,0,,44,-0.028,0.05,11,63.6,
sym_statexsymbol=bear|RENDERUSDT,44,52.3,0.0117,1.1,0.5,9,1.49,1.0,20,-0.002,24,0.023,0.07,29,55.2,
sym_statexsymbol=bull|LINKUSDT,44,52.3,0.0142,1.13,0.6,3,0.88,1.0,0,,44,0.014,0.07,17,52.9,
symbolxweekday=ENAUSDT|5,176,52.3,0.0305,1.36,5.4,9,0.38,1.0,41,0.06,135,0.021,0.08,85,50.6,
fundxsymbol=flat|SOLUSDT,1079,52.3,-0.0043,0.96,-4.6,51,inf,inf,828,-0.01,251,0.014,0.09,265,52.5,
fundxoid=flat|<-0.5,1613,52.3,-0.01,0.9,-16.1,48,inf,inf,504,-0.008,1109,-0.011,0.08,636,53.5,
oidxsymbol=>0.5|SOLUSDT,310,52.3,0.0086,1.09,2.7,33,0.49,1.0,66,0.061,244,-0.006,0.07,173,53.2,
oidxvolz=<-0.5|<2,2570,52.3,-0.0077,0.92,-19.8,49,inf,inf,620,-0.008,1950,-0.008,0.06,1126,52.3,
adxximb=>=30|>=0.5,5232,52.3,-0.0012,0.99,-6.5,14,inf,inf,197,0.01,5035,-0.002,0.07,2228,51.9,
strategyxregimexdecile_band=setup_fade|neutral|D4-9,777,52.3,0.0164,1.09,12.7,40,0.34,0.39,399,0.019,378,0.014,0.14,377,53.1,Y
strategyxregimexdecile_band=late_fade|neutral|D2-3,222,52.3,0.0247,1.56,5.5,24,0.52,0.28,120,0.023,102,0.027,0.18,74,51.4,
breadthxweekday=>=4|5,1066,52.3,0.0009,1.01,0.9,6,8.93,3.04,42,0.006,1024,0.001,0.1,431,50.1,
atrpxhour_band=NA|12-17,934,52.2,0.0252,1.26,23.5,10,0.47,0.26,731,0.031,5,0.114,0.09,14,71.4,
hour_bandxvolz=12-17|NA,934,52.2,0.0252,1.26,23.5,10,0.47,0.26,731,0.031,5,0.114,0.09,14,71.4,
strategyxsymbol=burst_follow|SUIUSDT,67,52.2,0.0077,1.15,0.5,8,0.92,1.0,0,,67,0.008,0.06,12,41.7,
symbolxweekday=PENDLEUSDT|0,67,52.2,0.0086,1.07,0.6,9,1.2,1.0,30,0.013,37,0.005,0.13,33,51.5,
spreadxweekday=<2|6,2301,52.2,-0.0118,0.9,-27.2,7,inf,inf,330,0.001,1971,-0.014,0.1,1085,51.6,
fundxsymbol=flat|NEARUSDT,224,52.2,0.01,1.11,2.2,40,0.65,1.0,157,0.017,67,-0.006,0.05,67,52.2,
hour_bandxregime=12-17|bear,1434,52.2,0.0059,1.05,8.4,18,0.76,0.56,1041,0.007,393,0.002,0.11,323,52.0,
breadthxsymbol=1|XLMUSDT,157,52.2,-0.0187,0.87,-2.9,34,inf,inf,54,0.001,103,-0.029,0.13,98,52.0,
oidxsymbol=>0.5|TRUMPUSDT,157,52.2,0.0212,1.24,3.3,10,0.38,1.0,0,,157,0.021,0.08,89,53.9,
strategyxweekdayxregime=setup_follow|3|bull,360,52.2,0.0129,1.19,4.6,5,0.94,0.33,168,-0.005,192,0.028,0.13,168,49.4,
hour_bandxsym_state=12-17|bull,2093,52.2,0.0033,1.03,6.9,42,0.98,0.39,337,0.017,1756,0.001,0.08,934,50.1,
symbolxvs=HYPEUSDT|N,293,52.2,-0.0033,0.96,-1.0,10,inf,inf,0,,293,-0.003,0.06,114,49.1,
decile_bandxoid=D2-3|<-0.5,2796,52.2,-0.0096,0.9,-26.9,49,inf,inf,700,-0.014,2096,-0.008,0.07,1203,51.3,
breadthxsymbol=>=4|PUMPUSDT,203,52.2,-0.0096,0.9,-2.0,10,inf,inf,0,,203,-0.01,0.08,55,50.9,
symbolxvolz=TAOUSDT|2-5,203,52.2,0.0149,1.13,3.0,42,0.79,1.0,95,0.015,108,0.015,0.11,75,53.3,
strategyxweekdayxregime=burst_follow|2|bear,316,52.2,0.0041,1.06,1.3,3,1.12,1.07,211,0.006,105,-0.0,0.08,144,48.6,
imbxstrategy=<0.5|burst_follow,3593,52.2,-0.0071,0.9,-25.6,56,inf,inf,1626,0.006,1949,-0.018,0.08,1225,51.3,
sidexstrategy=SHORT|burst_follow,3593,52.2,-0.0071,0.9,-25.6,56,inf,inf,1626,0.006,1949,-0.018,0.08,1225,51.3,
atrpxsymbol=hi|FETUSDT,226,52.2,0.013,1.14,2.9,31,0.38,1.0,81,0.029,145,0.004,0.07,83,50.6,Y
hour_bandxsymbol=0-5|PENDLEUSDT,113,52.2,-0.0261,0.78,-2.9,39,inf,inf,57,-0.03,56,-0.022,0.06,48,50.0,
fundxoid=pos|<-0.5,1628,52.2,-0.0113,0.89,-18.4,46,inf,inf,174,-0.028,1454,-0.009,0.07,694,50.9,
symbolxvolz=SOLUSDT|2-5,362,52.2,-0.0148,0.89,-5.4,50,inf,inf,204,-0.039,158,0.016,0.11,127,52.8,
decile_bandxweekday=D10|1,611,52.2,0.0219,1.23,13.4,9,0.3,0.21,272,0.008,328,0.032,0.08,164,51.8,
oidxstrategy=NA|burst_follow,2105,52.2,0.0058,1.1,12.1,24,0.68,0.26,2015,0.007,7,-0.01,0.08,6,50.0,
decile_bandxside=D10|SHORT,1496,52.2,0.0057,1.04,8.6,63,1.88,1.12,794,0.013,697,-0.003,0.13,443,51.0,
hour_bandxsymbol=12-17|1000PEPEUSDT,408,52.2,0.0192,1.17,7.8,58,0.29,1.0,223,0.038,173,-0.004,0.12,96,51.0,
sidexsymbol=SHORT|TAOUSDT,295,52.2,0.0072,1.06,2.1,62,1.29,1.0,135,0.017,159,0.003,0.09,112,51.8,
concxsymbol=2-3|TAOUSDT,318,52.2,0.0059,1.05,1.9,39,0.87,1.0,67,0.02,251,0.002,0.09,94,54.3,
strategyxdecile_bandximb=burst_follow|D10|<0.5,477,52.2,-0.0141,0.84,-6.7,52,inf,inf,248,0.017,228,-0.048,0.12,126,50.8,
decile_bandximb=D10|>=0.5,2387,52.2,0.0071,1.06,17.0,63,0.37,0.31,1293,0.015,1086,-0.002,0.11,599,53.3,
breadthxsymbol=>=4|UNIUSDT,205,52.2,-0.0114,0.9,-2.3,30,inf,inf,56,-0.012,149,-0.011,0.07,63,50.8,
oid=<-0.5,4169,52.2,-0.0081,0.92,-33.7,49,inf,inf,1057,-0.008,3112,-0.008,0.08,1721,52.2,
oidxsession=<-0.5|None,4169,52.2,-0.0081,0.92,-33.7,49,inf,inf,1057,-0.008,3112,-0.008,0.08,1721,52.2,
symbol=PENDLEUSDT,456,52.2,-0.0173,0.87,-7.9,62,inf,inf,217,-0.028,235,-0.007,0.1,196,52.0,
sessionxsymbol=None|PENDLEUSDT,456,52.2,-0.0173,0.87,-7.9,62,inf,inf,217,-0.028,235,-0.007,0.1,196,52.0,
hour_bandxsymbol=12-17|ETHUSDT,916,52.2,0.0139,1.14,12.7,61,0.24,1.0,507,0.016,378,0.013,0.11,376,52.4,Y
symbolxv3=SOLUSDT|N,2062,52.2,0.001,1.01,2.1,60,2.42,1.0,1159,0.004,874,-0.003,0.09,705,53.0,
breadthxoid=>=4|<-0.5,2798,52.2,-0.0081,0.92,-22.6,37,inf,inf,574,-0.007,2224,-0.008,0.07,862,51.9,
v3xweekday=N|6,2597,52.2,-0.0048,0.95,-12.5,8,inf,inf,915,-0.002,1682,-0.006,0.08,775,51.9,
adxxsymbol=NA|NEARUSDT,253,52.2,0.0081,1.07,2.1,17,0.72,1.0,238,0.008,1,0.122,0.09,2,100.0,
atrpxsymbol=mid|BCHUSDT,46,52.2,-0.0144,0.9,-0.7,7,inf,inf,0,,46,-0.014,0.11,23,52.2,
breadthxsymbol=NA|NEARUSDT,253,52.2,0.0081,1.07,2.1,17,0.72,1.0,238,0.008,1,0.122,0.09,2,100.0,
decile_bandxsymbol=D4-9|ENAUSDT,253,52.2,0.0126,1.12,3.2,50,0.45,1.0,87,0.034,163,0.001,0.1,90,51.1,
fundxsymbol=pos|1000LUNCUSDT,253,52.2,0.0053,1.04,1.4,41,1.19,1.0,106,0.0,147,0.009,0.13,99,51.5,
hour_bandxsymbol=6-11|SUIUSDT,46,52.2,-0.0117,0.9,-0.5,7,inf,inf,0,,46,-0.012,0.09,14,57.1,
mktbxsymbol=30-60|PENGUUSDT,69,52.2,-0.0126,0.84,-0.9,4,inf,inf,0,,69,-0.013,0.04,11,54.5,
oidxsymbol=>0.5|PUMPUSDT,69,52.2,-0.0129,0.86,-0.9,8,inf,inf,0,,69,-0.013,0.06,25,56.0,
spreadxsymbol=NA|NEARUSDT,253,52.2,0.0081,1.07,2.1,17,0.72,1.0,238,0.008,1,0.122,0.09,2,100.0,
strategyxsymbol=setup_fade|CHZUSDT,207,52.2,0.0222,1.13,4.6,55,0.41,1.0,110,0.038,95,-0.009,0.12,84,52.4,
sym_statexsymbol=NA|NEARUSDT,253,52.2,0.0081,1.07,2.1,17,0.72,1.0,238,0.008,1,0.122,0.09,2,100.0,
symbolxv3=LINKUSDT|Y,69,52.2,-0.0095,0.92,-0.7,9,inf,inf,0,,69,-0.009,0.1,34,55.9,
symbolxweekday=PENDLEUSDT|1,46,52.2,0.0161,1.12,0.7,9,0.69,1.0,21,0.052,21,-0.012,0.15,24,50.0,
symbolxweekend=HYPEUSDT|False,207,52.2,-0.0026,0.97,-0.5,6,inf,inf,0,,207,-0.003,0.05,80,52.5,
oidxsymbol=NA|NEARUSDT,255,52.2,0.0073,1.07,1.9,18,0.8,1.0,238,0.008,3,-0.024,0.09,3,66.7,
decile_bandxvolz=D10|>=5,1879,52.2,0.0128,1.11,24.0,56,0.28,0.26,960,0.013,919,0.012,0.1,511,53.2,Y
symbolxweekend=SOLUSDT|True,604,52.2,-0.0107,0.91,-6.5,18,inf,inf,294,0.005,310,-0.025,0.09,214,49.1,
mktbxweekday=30-60|6,999,52.2,0.0054,1.06,5.4,1,1.0,0.4,0,,999,0.005,0.08,395,50.1,
imbxsymbol=>=0.5|SOLUSDT,1398,52.1,0.003,1.03,4.2,63,0.63,1.0,799,0.004,577,0.002,0.08,500,54.6,
adxxdecile_band=>=30|D10,909,52.1,0.0096,1.08,8.7,14,0.92,0.36,35,0.031,874,0.009,0.1,297,51.9,
symbolxweekend=1000LUNCUSDT|False,280,52.1,0.001,1.01,0.3,42,4.9,1.0,152,-0.015,124,0.018,0.12,116,50.0,
mktbxsymbol=<30|1000LUNCUSDT,351,52.1,0.011,1.09,3.9,57,0.42,1.0,191,0.006,160,0.017,0.12,144,50.7,
fundxhour_band=NA|12-17,328,52.1,0.0371,1.39,12.2,6,0.87,0.2,125,0.092,5,0.114,0.09,14,71.4,
strategyxsymbol=asia_pump_short_4h|ETHUSDT,94,52.1,-0.0028,0.99,-0.3,52,inf,inf,47,0.034,47,-0.04,0.0,49,46.9,
sym_statexsymbol=bear|ADAUSDT,94,52.1,-0.0414,0.7,-3.9,7,inf,inf,23,-0.018,71,-0.049,0.12,56,53.6,
sym_statexsymbol=bear|ZECUSDT,94,52.1,0.0512,1.74,4.8,6,0.36,1.0,90,0.05,4,0.079,0.11,67,50.7,
symbolxweekday=TAOUSDT|4,94,52.1,0.0135,1.15,1.3,9,0.95,1.0,40,0.01,54,0.016,0.03,29,51.7,
imbxsym_state=>=0.5|bull,5176,52.1,0.0008,1.01,4.3,46,2.5,1.09,694,0.009,4482,-0.0,0.07,2313,51.4,
breadthxsymbol=>=4|TAOUSDT,259,52.1,0.0045,1.04,1.2,31,1.23,1.0,70,-0.009,189,0.009,0.11,57,47.4,
concxsymbol=2-3|HYPEUSDT,259,52.1,0.0044,1.05,1.1,10,1.4,1.0,0,,259,0.004,0.07,73,47.9,
atrpxsymbol=hi|TAOUSDT,236,52.1,0.0083,1.08,2.0,31,0.68,1.0,70,0.02,166,0.003,0.06,53,49.1,
decile_bandxside=D4-9|SHORT,2646,52.1,0.0005,1.0,1.3,63,5.94,4.34,1196,0.008,1428,-0.006,0.11,1003,51.3,
v3xweekday=N|3,2128,52.1,0.0088,1.09,18.6,9,0.6,0.4,1109,0.016,1019,0.001,0.08,674,52.2,
regimexstrategy=neutral|burst_follow,3076,52.1,-0.007,0.9,-21.6,34,inf,inf,2030,0.001,1046,-0.022,0.07,1038,52.5,
strategyxregimextrig=burst_follow|neutral|burst,3076,52.1,-0.007,0.9,-21.6,34,inf,inf,2030,0.001,1046,-0.022,0.07,1038,52.5,
concxsymbol=>=6|PENDLEUSDT,142,52.1,-0.0274,0.77,-3.9,23,inf,inf,142,-0.027,0,,0.08,0,,
regimexweekday=bear|0,923,52.1,-0.0084,0.94,-7.7,3,inf,inf,585,-0.006,338,-0.012,0.12,259,49.8,
symbolxweekday=1000LUNCUSDT|4,71,52.1,0.016,1.16,1.1,9,0.65,1.0,39,0.027,32,0.003,0.11,29,55.2,
decile_bandxsymbol=D2-3|PENDLEUSDT,261,52.1,-0.0155,0.88,-4.0,56,inf,inf,121,-0.029,138,-0.005,0.07,123,52.8,
oidxregime=>0.5|bear,382,52.1,0.0192,1.16,7.3,14,0.28,0.3,137,0.024,245,0.016,0.13,234,52.6,Y
symbolxweekend=TAOUSDT|True,215,52.1,0.0223,1.22,4.8,18,0.39,1.0,92,0.031,123,0.016,0.11,77,51.9,Y
concxoid=0-1|<-0.5,837,52.1,-0.0018,0.98,-1.5,40,inf,inf,143,-0.008,694,-0.0,0.08,837,52.1,
symbolxvs=PENDLEUSDT|N,407,52.1,-0.017,0.87,-6.9,62,inf,inf,199,-0.028,204,-0.006,0.1,179,51.4,
adxxsymbol=>=30|AVAXUSDT,96,52.1,-0.0303,0.78,-2.9,8,inf,inf,0,,96,-0.03,0.11,30,46.7,
oidxsymbol=mid|SUIUSDT,96,52.1,0.0036,1.04,0.3,8,3.57,1.0,0,,96,0.004,0.04,32,53.1,
oidxsymbol=mid|PUMPUSDT,144,52.1,0.0053,1.05,0.8,10,0.85,1.0,0,,144,0.005,0.1,57,50.9,
strategyxregimexbreadth=setup_follow|bear|2-3,96,52.1,0.0166,1.29,1.6,11,0.45,0.38,28,0.015,68,0.017,0.15,70,54.3,
cascxoid=N|<-0.5,3170,52.1,-0.0088,0.92,-28.0,49,inf,inf,1048,-0.008,2122,-0.009,0.08,1264,52.5,
decile_bandxvolz=D2-3|>=5,265,52.1,-0.0052,0.95,-1.4,50,inf,inf,116,-0.009,149,-0.003,0.09,120,50.8,
decile_bandxsymbol=D10|ADAUSDT,217,52.1,-0.0052,0.95,-1.1,46,inf,inf,138,-0.012,79,0.007,0.09,42,54.8,
strategyxvolz=late_fade|2-5,121,52.1,0.0309,1.58,3.7,26,0.79,0.23,55,0.047,66,0.018,0.24,26,42.3,
strategyxsymbol=burst_follow|XRPUSDT,776,52.1,0.0013,1.02,1.0,56,2.05,1.0,337,0.005,432,-0.0,0.09,281,54.8,
sym_statexsymbol=bear|SOLUSDT,73,52.1,0.0127,1.12,0.9,5,0.97,1.0,53,0.03,20,-0.032,0.11,51,51.0,
regimexsymbol=bull|XRPUSDT,805,52.0,0.0094,1.09,7.6,21,0.28,1.0,145,0.018,660,0.007,0.09,363,53.7,Y
fundxoid=neg|<-0.5,928,52.0,0.0009,1.01,0.9,46,2.27,2.37,379,0.001,549,0.001,0.07,391,52.7,
atrpxweekday=hi|6,1491,52.0,0.0033,1.04,4.9,8,2.62,0.63,190,-0.014,1301,0.006,0.07,552,50.0,
atrpxcasc=hi|Y,2690,52.0,0.0008,1.01,2.1,22,2.22,2.85,38,0.048,2652,0.0,0.06,1326,51.3,
atrpxvolz=hi|>=5,1297,52.0,0.0098,1.09,12.7,54,0.56,0.38,492,0.007,805,0.012,0.08,331,51.1,
concxvolz=2-3|>=5,1395,52.0,0.0045,1.04,6.3,39,1.11,0.41,293,0.005,1102,0.004,0.1,369,51.8,
symbolxweekday=1000PEPEUSDT|3,196,52.0,0.02,1.18,3.9,9,0.67,1.0,110,0.053,86,-0.022,0.11,61,47.5,
strategyxregimexdecile_band=burst_follow|neutral|D2-3,2160,52.0,-0.0047,0.93,-10.1,34,inf,inf,1435,-0.002,725,-0.011,0.06,797,51.4,
hour_bandxstrategy=12-17|nony_momentum,344,52.0,0.0032,1.05,1.1,40,3.23,1.09,194,-0.006,122,0.034,0.09,108,49.1,
symbol=AVAXUSDT,123,52.0,-0.0446,0.7,-5.5,10,inf,inf,0,,123,-0.045,0.11,36,47.2,
cascxsymbol=N|AVAXUSDT,123,52.0,-0.0446,0.7,-5.5,10,inf,inf,0,,123,-0.045,0.11,36,47.2,
sessionxsymbol=None|AVAXUSDT,123,52.0,-0.0446,0.7,-5.5,10,inf,inf,0,,123,-0.045,0.11,36,47.2,
atrpxsymbol=NA|ETHUSDT,517,52.0,0.0149,1.16,7.7,12,0.66,1.0,456,0.016,11,0.022,0.09,13,61.5,
symbolxvolz=ETHUSDT|NA,517,52.0,0.0149,1.16,7.7,12,0.66,1.0,456,0.016,11,0.022,0.09,13,61.5,
mktbxoid=30-60|mid,1355,52.0,0.0039,1.04,5.3,4,0.87,0.69,0,,1355,0.004,0.08,595,50.9,
concxweekend=2-3|True,3579,52.0,-0.0045,0.96,-16.3,13,inf,inf,197,-0.002,3382,-0.005,0.09,1312,50.9,
adxxfund=>=30|neg,667,52.0,0.0051,1.05,3.4,13,1.11,0.91,76,0.05,591,-0.001,0.09,301,50.2,
concxsymbol=2-3|PENDLEUSDT,173,52.0,-0.0192,0.86,-3.3,35,inf,inf,44,-0.016,129,-0.02,0.1,63,50.8,
breadthxsymbol=>=4|1000PEPEUSDT,569,52.0,-0.0062,0.94,-3.5,35,inf,inf,156,0.02,413,-0.016,0.1,169,52.7,
oidxstrategy=<-0.5|setup_follow,396,52.0,0.0007,1.01,0.3,48,5.61,5.46,128,0.021,268,-0.009,0.12,250,52.4,
atrpxsymbol=mid|SOLUSDT,1338,52.0,-0.0061,0.95,-8.1,53,inf,inf,819,-0.013,519,0.005,0.09,458,53.3,
strategyxsidexregime=setup_follow|SHORT|neutral,694,52.0,-0.0024,0.97,-1.7,38,inf,inf,398,0.006,296,-0.013,0.09,311,51.1,
breadthxside=2-3|LONG,2632,52.0,0.0088,1.09,23.1,43,0.27,0.47,1037,0.01,1595,0.008,0.11,1553,50.8,Y
fundxvolz=flat|>=5,1292,52.0,0.0075,1.06,9.7,55,0.37,0.44,708,0.002,584,0.014,0.11,406,51.2,Y
atrpxoid=mid|<-0.5,1469,52.0,-0.0169,0.87,-24.8,49,inf,inf,621,-0.011,848,-0.021,0.11,704,51.8,
breadthxsymbol=>=4|ETHUSDT,998,52.0,0.0079,1.08,7.9,42,0.66,1.0,288,0.009,710,0.008,0.09,485,53.0,
atrpxsymbol=lo|APTUSDT,50,52.0,0.0619,1.56,3.1,17,0.27,1.0,18,0.091,32,0.045,0.18,29,48.3,Y
decile_bandxhour_band=D10|18-23,725,52.0,-0.0067,0.95,-4.9,59,inf,inf,366,0.028,356,-0.043,0.11,192,52.1,
decile_bandxsymbol=D10|SOLUSDT,225,52.0,0.0083,1.06,1.9,50,1.05,1.0,119,0.019,106,-0.004,0.13,86,55.8,
fundxsymbol=pos|XLMUSDT,200,52.0,-0.024,0.81,-4.8,29,inf,inf,81,-0.007,119,-0.036,0.09,52,51.9,
mktbxsymbol=30-60|HYPEUSDT,100,52.0,0.0217,1.24,2.2,4,0.56,1.0,0,,100,0.022,0.08,33,45.5,
oidxspread=<-0.5|2-5,900,52.0,-0.0067,0.93,-6.0,47,inf,inf,181,-0.008,719,-0.006,0.06,364,52.7,
oidxsymbol=<-0.5|NEARUSDT,125,52.0,-0.0236,0.79,-2.9,26,inf,inf,57,-0.024,68,-0.024,0.07,45,48.9,
regimexsymbol=bull|AVAXUSDT,100,52.0,-0.0325,0.77,-3.3,8,inf,inf,0,,100,-0.033,0.13,30,46.7,
symbolxv3=PENGUUSDT|Y,50,52.0,0.0051,1.04,0.3,8,2.18,1.0,0,,50,0.005,0.12,21,47.6,
symbolxweekday=TAOUSDT|3,100,52.0,-0.0016,0.99,-0.2,9,inf,inf,56,0.033,44,-0.045,0.09,37,51.4,
imbxv3=>=0.5|N,11391,52.0,0.0007,1.01,8.2,60,1.17,1.38,5656,0.005,5563,-0.003,0.07,3222,52.5,
breadthxstrategy=2-3|burst_follow,1604,52.0,-0.0042,0.94,-6.8,43,inf,inf,632,0.003,972,-0.009,0.07,971,50.4,
fundxsymbol=neg|WLDUSDT,502,52.0,0.0063,1.06,3.1,41,0.63,1.0,321,0.003,181,0.012,0.09,231,51.9,
volzxweekend=>=5|True,829,52.0,-0.0074,0.94,-6.1,16,inf,inf,274,-0.023,555,0.0,0.09,312,51.0,
breadthxcasc=>=4|Y,2739,52.0,0.0005,1.01,1.4,17,3.71,6.46,11,-0.016,2728,0.001,0.07,1211,52.3,
oidxweekday=<-0.5|4,654,52.0,-0.0031,0.97,-2.0,7,inf,inf,193,-0.018,461,0.003,0.08,274,52.6,
concxvolz=0-1|>=5,579,52.0,0.0056,1.05,3.3,39,0.71,0.81,126,-0.009,453,0.01,0.12,579,52.0,
regimexsymbol=bull|HYPEUSDT,277,52.0,0.0013,1.01,0.4,8,3.34,1.0,0,,277,0.001,0.06,108,48.1,
adxxsymbol=>=30|NEARUSDT,202,52.0,-0.027,0.76,-5.5,14,inf,inf,11,0.008,191,-0.029,0.06,77,49.4,
sidexsymbol=LONG|FETUSDT,354,52.0,-0.0002,1.0,-0.1,62,inf,inf,176,0.016,173,-0.018,0.08,136,55.9,
adxxv3=>=30|N,6126,52.0,-0.0006,0.99,-3.7,13,inf,inf,177,0.012,5949,-0.001,0.07,2415,51.6,
breadthxsymbol=>=4|FILUSDT,304,52.0,-0.0207,0.84,-6.3,35,inf,inf,81,-0.041,223,-0.013,0.1,80,53.8,
concxdecile_band=NA|D4-9,152,52.0,0.0462,1.38,7.0,7,0.62,0.56,83,0.082,19,0.015,0.13,27,51.9,
decile_bandxmktb=D4-9|NA,152,52.0,0.0462,1.38,7.0,7,0.62,0.56,83,0.082,19,0.015,0.13,27,51.9,
decile_bandxregime=D4-9|NA,152,52.0,0.0462,1.38,7.0,7,0.62,0.56,83,0.082,19,0.015,0.13,27,51.9,
symbolxvolz=FILUSDT|2-5,152,52.0,-0.0161,0.88,-2.4,32,inf,inf,75,-0.017,77,-0.015,0.12,55,49.1,
spreadxsymbol=<2|BNBUSDT,660,52.0,-0.0117,0.91,-7.7,45,inf,inf,221,0.004,439,-0.02,0.11,252,51.6,
atrpximb=hi|>=0.5,5765,52.0,0.0001,1.0,0.5,57,14.17,14.17,1794,0.003,3971,-0.001,0.05,1782,51.8,
imbxweekday=>=0.5|4,2592,52.0,0.0106,1.1,27.6,9,0.26,0.19,1215,0.014,1377,0.007,0.09,1089,51.8,
regimexweekday=bear|3,662,52.0,0.0039,1.03,2.6,3,2.74,1.11,565,0.008,97,-0.019,0.11,160,50.6,
sidexsym_state=LONG|bear,1249,52.0,0.0179,1.22,22.4,40,0.34,0.3,580,0.017,669,0.019,0.11,769,51.1,Y
symbol=HYPEUSDT,306,52.0,-0.0017,0.98,-0.5,10,inf,inf,0,,306,-0.002,0.06,120,49.2,
cascxsymbol=Y|DOTUSDT,102,52.0,0.0167,1.16,1.7,10,0.65,1.0,25,0.028,77,0.013,0.09,39,48.7,
cascxsymbol=N|HYPEUSDT,306,52.0,-0.0017,0.98,-0.5,10,inf,inf,0,,306,-0.002,0.06,120,49.2,
sessionxsymbol=None|HYPEUSDT,306,52.0,-0.0017,0.98,-0.5,10,inf,inf,0,,306,-0.002,0.06,120,49.2,
mktbxsymbol=<30|BNBUSDT,818,52.0,-0.0121,0.91,-9.9,56,inf,inf,444,-0.004,374,-0.021,0.1,238,50.8,
concxspread=>=6|<2,2489,51.9,0.0063,1.06,15.7,10,0.39,0.48,2489,0.006,0,,0.11,0,,
symbolxweekday=ADAUSDT|6,154,51.9,0.0021,1.02,0.3,9,4.88,1.0,70,-0.006,84,0.009,0.05,43,55.8,
decile_bandxv3=D10|N,2784,51.9,0.006,1.05,16.7,59,0.44,0.51,1558,0.01,1217,0.0,0.11,651,53.6,
adxxsymbol=NA|ENAUSDT,258,51.9,0.0163,1.17,4.2,15,0.47,1.0,247,0.017,0,,0.08,0,,
atrpxweekday=hi|1,1290,51.9,0.0077,1.09,10.0,8,0.56,0.19,443,0.022,847,0.0,0.05,378,52.9,
breadthxsymbol=NA|ENAUSDT,258,51.9,0.0163,1.17,4.2,15,0.47,1.0,247,0.017,0,,0.08,0,,
spreadxsymbol=NA|ENAUSDT,258,51.9,0.0163,1.17,4.2,15,0.47,1.0,247,0.017,0,,0.08,0,,
sym_statexsymbol=NA|ENAUSDT,258,51.9,0.0163,1.17,4.2,15,0.47,1.0,247,0.017,0,,0.08,0,,
strategyxsidexregime=burst_follow|LONG|NA,129,51.9,0.022,1.33,2.8,2,1.62,0.21,64,0.072,0,,0.19,0,,
hour=13,1729,51.9,0.0154,1.13,26.7,61,0.23,0.22,972,0.021,727,0.011,0.14,533,50.7,Y
regimexsymbol=bull|BNBUSDT,310,51.9,-0.0101,0.92,-3.1,18,inf,inf,43,0.015,267,-0.014,0.11,91,51.6,
cascxhour_band=Y|12-17,957,51.9,0.0007,1.01,0.6,28,7.02,4.6,98,0.018,859,-0.001,0.07,442,49.8,
v3xweekday=N|4,2719,51.9,0.0054,1.05,14.7,9,0.46,0.41,1179,0.01,1540,0.002,0.09,937,52.3,
concxsymbol=2-3|UNIUSDT,285,51.9,-0.0006,0.99,-0.2,35,inf,inf,41,0.002,244,-0.001,0.1,95,55.8,
oidxsymbol=>0.5|XRPUSDT,285,51.9,-0.012,0.89,-3.4,32,inf,inf,38,-0.021,247,-0.011,0.08,179,51.4,
concxsymbol=2-3|WLDUSDT,416,51.9,0.0004,1.0,0.2,38,12.74,1.0,99,-0.016,317,0.006,0.09,144,50.7,
hour_bandxsymbol=6-11|FILUSDT,156,51.9,0.024,1.23,3.7,37,0.31,1.0,78,0.021,78,0.027,0.12,56,55.4,Y
oidxsymbol=NA|ENAUSDT,260,51.9,0.0172,1.18,4.5,16,0.44,1.0,249,0.018,0,,0.08,0,,
sym_statexsymbol=neutral|1000LUNCUSDT,156,51.9,0.0002,1.0,0.0,32,21.73,1.0,50,-0.019,106,0.009,0.09,83,53.0,
sym_statexsymbol=bear|1000PEPEUSDT,104,51.9,0.0059,1.06,0.6,8,1.26,1.0,7,-0.124,97,0.015,0.1,73,50.7,
symbolxvolz=BNBUSDT|<2,468,51.9,-0.0132,0.89,-6.2,51,inf,inf,201,-0.01,267,-0.015,0.1,164,51.8,
breadthximb=>=4|>=0.5,6716,51.9,-0.0041,0.96,-27.8,41,inf,inf,1773,-0.003,4943,-0.005,0.08,2185,52.3,
fundxsymbol=neg|APTUSDT,235,51.9,0.0226,1.24,5.3,38,0.29,1.0,116,0.031,119,0.015,0.08,92,48.9,Y
adxxatrp=>=30|lo,183,51.9,-0.0439,0.74,-8.0,12,inf,inf,31,0.015,152,-0.056,0.15,94,50.0,
hour_bandxsymbol=12-17|XLMUSDT,183,51.9,-0.0063,0.95,-1.2,44,inf,inf,109,0.009,71,-0.031,0.11,51,52.9,
